Accuracy,Components,Function
0.46238402900949377,8,ADNP
0.5400999627813351,8,CD107a
0.5502369917832685,8,IFNγ
0.5963402641507658,8,MIP1β
0.6681509381607899,8,ADCD
0.5805471389293975,8,ADCC
0.4704189885542568,8,ADNP
0.5343633779650478,8,CD107a
0.5767625849422856,8,IFNγ
0.6002511480037415,8,MIP1β
0.6654320714053267,8,ADCD
0.5898313046577992,8,ADCC
0.461873663548787,8,ADNP
0.5358221647636185,8,CD107a
0.5590313814089026,8,IFNγ
0.5904992273874676,8,MIP1β
0.6739062402037544,9,ADCD
0.592528152412107,9,ADCC
0.45202321617248037,9,ADNP
0.5323300815367294,9,CD107a
0.5606754717394384,9,IFNγ
0.6087591553135777,9,MIP1β
0.6734040111966407,9,ADCD
0.581752883146255,9,ADCC
0.4680063011502514,9,ADNP
0.5290984847094986,9,CD107a
0.5520156524946208,9,IFNγ
0.6163451447281727,9,MIP1β
0.6775701632226503,9,ADCD
0.5926870539311638,9,ADCC
0.4751034077872994,9,ADNP
0.5240776444698514,9,CD107a
0.5607733825659325,9,IFNγ
0.6029207459695651,9,MIP1β
0.6735762857955399,9,ADCD
0.5861734848016266,9,ADCC
0.47618843876382977,9,ADNP
0.5436800399875814,9,CD107a
0.5598597273996114,9,IFNγ
0.6089883493587062,9,MIP1β
0.6779403991416951,9,ADCD
0.581158253724089,9,ADCC
0.487374011232081,9,ADNP
0.5341592983454072,9,CD107a
0.5521978386756566,9,IFNγ
0.6034388025801686,9,MIP1β
0.6883436836074003,9,ADCD
0.5864877443894491,9,ADCC
0.45989499146733503,9,ADNP
0.5398919809977014,9,CD107a
0.5465513017453776,9,IFNγ
0.6268573604735627,9,MIP1β
0.67624234151636,9,ADCD
0.5949738735087939,9,ADCC
0.4653486003655001,9,ADNP
0.5321151488031034,9,CD107a
0.5602091216988596,9,IFNγ
0.6221553619703528,9,MIP1β
0.6742198726824566,9,ADCD
0.5777465780708633,9,ADCC
0.46408079893985493,9,ADNP
0.545429841674103,9,CD107a
0.5596833376448815,9,IFNγ
0.6250789537799967,9,MIP1β
0.6764421813249458,9,ADCD
0.5740697454745457,9,ADCC
0.45486854837453594,9,ADNP
0.5376827306001283,9,CD107a
0.5575736798146573,9,IFNγ
0.6334088224889225,9,MIP1β
0.6688776646003096,9,ADCD
0.5859556082581079,9,ADCC
0.45562607785854276,9,ADNP
0.5474579613649634,9,CD107a
0.5566144043881571,9,IFNγ
0.6212949469036385,9,MIP1β
0.664881763332195,10,ADCD
0.5519090420357952,10,ADCC
0.47945511408640074,10,ADNP
0.49989930960026663,10,CD107a
0.5408578608258741,10,IFNγ
0.5865771114133252,10,MIP1β
0.6722853573014546,10,ADCD
0.572921056206936,10,ADCC
0.4703108389842992,10,ADNP
0.5241916658726509,10,CD107a
0.5231877596780936,10,IFNγ
0.5910351341785663,10,MIP1β
0.6509181629833743,10,ADCD
0.5708146554357433,10,ADCC
0.44325799140114863,10,ADNP
0.5269031996959311,10,CD107a
0.5277452262726587,10,IFNγ
0.6007083673421849,10,MIP1β
0.6744608206463237,10,ADCD
0.5731147576892498,10,ADCC
0.4739871506337793,10,ADNP
0.5354258153726946,10,CD107a
0.5332978977148858,10,IFNγ
0.5817582988872997,10,MIP1β
0.6645680064856812,10,ADCD
0.5716823886213585,10,ADCC
0.44888765973039346,10,ADNP
0.5122195415550516,10,CD107a
0.5175252623168266,10,IFNγ
0.5831311393938319,10,MIP1β
0.66511244342268,10,ADCD
0.54754459271518,10,ADCC
0.47148896822207437,10,ADNP
0.5088137029028009,10,CD107a
0.5304485241849362,10,IFNγ
0.5804574016037082,10,MIP1β
0.6674134782364931,10,ADCD
0.5745980257443788,10,ADCC
0.4525769651782492,10,ADNP
0.5252333542576161,10,CD107a
0.551833811765567,10,IFNγ
0.5798617201222125,10,MIP1β
0.6667207102894598,10,ADCD
0.5561496609186644,10,ADCC
0.4793543164825197,10,ADNP
0.5285247876799832,10,CD107a
0.5371324909009026,10,IFNγ
0.59051869803175,10,MIP1β
0.6589116149011068,10,ADCD
0.5829357678909924,10,ADCC
0.452557879049589,10,ADNP
0.5051025743902877,10,CD107a
0.5509027433121277,10,IFNγ
0.564195890288824,10,MIP1β
0.6718504217461129,10,ADCD
0.5515468565594127,10,ADCC
0.4421419730191112,10,ADNP
0.49998508142237946,10,CD107a
0.5491526589377448,10,IFNγ
0.5880366073881118,10,MIP1β
0.6815365141689472,11,ADCD
0.6151768280861352,11,ADCC
0.46126696406053946,11,ADNP
0.5476117500329717,11,CD107a
0.532699310597615,11,IFNγ
0.6091566254085689,11,MIP1β
0.6837477320996992,11,ADCD
0.6113629004230674,11,ADCC
0.5023816725788123,11,ADNP
0.5157187771434587,11,CD107a
0.5464990714686417,11,IFNγ
0.6220583432981809,11,MIP1β
0.6751988102936862,11,ADCD
0.6191883801525976,11,ADCC
0.4929629155042733,11,ADNP
0.512842978841264,11,CD107a
0.5308075278922143,11,IFNγ
0.6180177917168054,11,MIP1β
0.680904968041276,11,ADCD
0.6064446610523574,11,ADCC
0.4879590805710358,11,ADNP
0.5065000968777429,11,CD107a
0.547651796847258,11,IFNγ
0.6100257147757123,11,MIP1β
0.6771079443816946,11,ADCD
0.6074051685627536,11,ADCC
0.44919136258479225,11,ADNP
0.5265728035407377,11,CD107a
0.5389257014914427,11,IFNγ
0.6276929345918807,11,MIP1β
0.6712700684765177,11,ADCD
0.6071134380610184,11,ADCC
0.47411038196058586,11,ADNP
0.5283932355261576,11,CD107a
0.5453178424023669,11,IFNγ
0.6127607698012154,11,MIP1β
0.6783918766330703,11,ADCD
0.5998590705298679,11,ADCC
0.4733233767996233,11,ADNP
0.5054682548450568,11,CD107a
0.5363181896953673,11,IFNγ
0.6158734418857775,11,MIP1β
0.673004791396856,11,ADCD
0.6164934138970085,11,ADCC
0.478545426363991,11,ADNP
0.5243780333755046,11,CD107a
0.5359848733746737,11,IFNγ
0.627578091331647,11,MIP1β
0.66595233214768,11,ADCD
0.6207473539822193,11,ADCC
0.4836383963045431,11,ADNP
0.5010687894355873,11,CD107a
0.5204584787330094,11,IFNγ
0.6159547392526225,11,MIP1β
0.6801236147008777,11,ADCD
0.6178160471724169,11,ADCC
0.497133502551345,11,ADNP
0.529958175977255,11,CD107a
0.5556336637830184,11,IFNγ
0.6218393940344386,11,MIP1β
0.6689984978352251,12,ADCD
0.6247770656192858,12,ADCC
0.48771771631281746,12,ADNP
0.5074977946980693,12,CD107a
0.5420565804880075,12,IFNγ
0.5939215962154105,12,MIP1β
0.6711268181077777,12,ADCD
0.6216764363760744,12,ADCC
0.4949086852726655,12,ADNP
0.5384705264689407,12,CD107a
0.532537091812166,12,IFNγ
0.5961278756036883,12,MIP1β
0.6678416789418958,12,ADCD
0.6217250012483041,12,ADCC
0.4873559366786472,12,ADNP
0.5232393479368553,12,CD107a
0.5449219570857583,12,IFNγ
0.6121090735837605,12,MIP1β
0.6738534999046227,12,ADCD
0.6012909140303546,12,ADCC
0.4995734061156001,12,ADNP
0.5099519206782623,12,CD107a
0.5297744967715952,12,IFNγ
0.5948484453286049,12,MIP1β
0.6682058510878239,12,ADCD
0.6337856867103856,12,ADCC
0.5101334031839823,12,ADNP
0.5283561180588789,12,CD107a
0.5484192947536376,12,IFNγ
0.5983607372479838,12,MIP1β
0.6723477043495881,12,ADCD
0.6275049296366373,12,ADCC
0.4806392309318023,12,ADNP
0.5182609529458628,12,CD107a
0.5439601760341247,12,IFNγ
0.612839754394414,12,MIP1β
0.6719878151921885,12,ADCD
0.621283422202814,12,ADCC
0.5162112811042954,12,ADNP
0.5094022733938488,12,CD107a
0.5441207926864493,12,IFNγ
0.5997158681652218,12,MIP1β
0.6689124100289057,12,ADCD
0.6174206775117536,12,ADCC
0.5158914921228384,12,ADNP
0.524333544406041,12,CD107a
0.52915242720608,12,IFNγ
0.6090863232408751,12,MIP1β
0.6697577886419672,12,ADCD
0.6210126603407791,12,ADCC
0.5152675490270857,12,ADNP
0.5253696408703703,12,CD107a
0.5362019473596887,12,IFNγ
0.6003655352801671,12,MIP1β
0.6795777509067384,12,ADCD
0.6106998108828253,12,ADCC
0.4637679372340031,12,ADNP
0.5298988739001989,12,CD107a
0.5381232311140202,12,IFNγ
0.5875900659207635,12,MIP1β
0.6704400739922005,13,ADCD
0.6088770779468223,13,ADCC
0.47739187811714845,13,ADNP
0.4861160434806153,13,CD107a
0.5134636184919378,13,IFNγ
0.5827133951341597,13,MIP1β
0.6714193557802246,13,ADCD
0.6101581979031924,13,ADCC
0.49138894162682967,13,ADNP
0.4922801816619457,13,CD107a
0.5101810692768147,13,IFNγ
0.5861730830557581,13,MIP1β
0.6732342077105558,13,ADCD
0.5965206956265718,13,ADCC
0.5157849335951621,13,ADNP
0.46884386946429285,13,CD107a
0.5136830747250749,13,IFNγ
0.5969195847792582,13,MIP1β
0.6753967727730035,13,ADCD
0.5996865762409985,13,ADCC
0.4980811933005845,13,ADNP
0.5062295822950197,13,CD107a
0.5041970239384268,13,IFNγ
0.6006182924500271,13,MIP1β
0.6609644286113106,13,ADCD
0.6091587037269482,13,ADCC
0.4914480542506774,13,ADNP
0.47530187073979435,13,CD107a
0.5005463554830134,13,IFNγ
0.5994856086786835,13,MIP1β
0.6701092646548334,13,ADCD
0.604472734292803,13,ADCC
0.504443285369399,13,ADNP
0.46295331582435617,13,CD107a
0.5036516098311562,13,IFNγ
0.6040848026081567,13,MIP1β
0.6743186818981269,13,ADCD
0.5946518327760434,13,ADCC
0.5272378531434319,13,ADNP
0.5035037578112762,13,CD107a
0.49107927881957686,13,IFNγ
0.607159257707883,13,MIP1β
0.6675745534434969,13,ADCD
0.5996029647423409,13,ADCC
0.5109925042803476,13,ADNP
0.491766846856198,13,CD107a
0.5045493744880672,13,IFNγ
0.5926229542281188,13,MIP1β
0.6695127697360602,13,ADCD
0.5957179649760062,13,ADCC
0.536294035781628,13,ADNP
0.4740815811472961,13,CD107a
0.5044757448921046,13,IFNγ
0.5945881481112091,13,MIP1β
0.6654443843248716,13,ADCD
0.5937234908472008,13,ADCC
0.4968531868366715,13,ADNP
0.4648656847239224,13,CD107a
0.4825712837788567,13,IFNγ
0.5907837972858265,13,MIP1β
0.6606011650971595,14,ADCD
0.528072143287846,14,ADCC
0.3518655679897359,14,ADNP
0.5031763003160872,14,CD107a
0.49223258714785345,14,IFNγ
0.5330430438545464,14,MIP1β
0.6592164856270363,14,ADCD
0.5171089484477176,14,ADCC
0.41077234263739804,14,ADNP
0.4836988957846118,14,CD107a
0.49801849788205016,14,IFNγ
0.5488657856778102,14,MIP1β
0.65854412583696,14,ADCD
0.5481705237520911,14,ADCC
0.3671273601015679,14,ADNP
0.5095306830845969,14,CD107a
0.5110859759854206,14,IFNγ
0.5381020926504733,14,MIP1β
0.656013558840767,14,ADCD
0.5542212149980817,14,ADCC
0.3570521703302343,14,ADNP
0.4736369684871494,14,CD107a
0.4820519926424693,14,IFNγ
0.5297242772879893,14,MIP1β
0.6589536167788612,14,ADCD
0.5410650773113405,14,ADCC
0.3554085752643064,14,ADNP
0.4909462769437867,14,CD107a
0.4948295143965178,14,IFNγ
0.5376034889322662,14,MIP1β
0.654356861149871,14,ADCD
0.5471287930597151,14,ADCC
0.3721656514233964,14,ADNP
0.48575660577583935,14,CD107a
0.49437432098496875,14,IFNγ
0.5446730461405968,14,MIP1β
0.6569740914015882,14,ADCD
0.5268076291728876,14,ADCC
0.3760477143424062,14,ADNP
0.5132265565205214,14,CD107a
0.49207461562028215,14,IFNγ
0.5411532843357879,14,MIP1β
0.652629207931298,14,ADCD
0.4943381630001255,14,ADCC
0.37510191222252365,14,ADNP
0.4687375397819754,14,CD107a
0.49911027783116724,14,IFNγ
0.5186208593864023,14,MIP1β
0.6496312636070853,14,ADCD
0.5381923877630217,14,ADCC
0.35587835837044196,14,ADNP
0.43387355547708795,14,CD107a
0.49704989410965295,14,IFNγ
0.5386745598731029,14,MIP1β
0.6511848260178095,14,ADCD
0.5358811525213352,14,ADCC
0.36268566813510383,14,ADNP
0.501569185245721,14,CD107a
0.4893260119198019,14,IFNγ
0.5307529019051866,14,MIP1β
